,WSPRU-TA6-11-A,WSPRU-TA6-11-B,WSPRU-B-2-A,WSPRU-B-2-B,WSPRU-B-4-A,WSPRU-B-4-B,WSPRU-B-5-B,WSPRU-B-5-A,WSPRU-B-1-B,WSPRU-B-1-A,WSPRU-TA10-5-A,WSPRU-TA10-5-B,WSPRU-TA9-5-A,WSPRU-TA9-5-B,WSPRU-TA10-1-A,WSPRU-TA10-1-B,WSPRU-TA10-2-A,WSPRU-TA10-2-B,WSPRU-TA10-7-A,WSPRU-TA10-7-B,WSPRU-B-3-A,WSPRU-B-3-B,WSPRU-TA7-7-B,WSPRU-TA7-9-A,WSPRU-TA8-3-B,WSPRU-TA8-3-A,WSPRU-TA8-7-A,WSPRU-TA8-7-B,WSPRU-TA9-3-B,WSPRU-TA9-3-A,WSPRU-TA10-9-A,WSPRU-TA7-13-A,WSPRU-TA8-4-B,WSPRU-TA8-4-A,WSPRU-TA8-4-c,WSPRU-TA9-6-B,WSPRU-TA9-6-A,WSPRU-A-1-B,WSPRU-B-9-B,WSPRU-TA7-7-A,WSPRU-TA8-2-A,WSPRU-TA8-2-B,WSPRU-TA8-5-B,WSPRU-TA8-5-A,WSPRU-A-1-A,WSPRU-B-7-B,WSPRU-B-7-A,WSPRU-TA7-10-B,WSPRU-TA10-13-B,WSPRU-B-9-A,WSPRU-TA7-8-A,WSPRU-TA7-9-B,WSPRU-TA10-10-B,WSPRU-TA10-10-A,WSPRU-B-8-B,WSPRU-F-1-A,WSPRU-F-1-B,WSPRU-TA7-8-B,WSPRU-TA7-13-B,WSPRU-TA10-8-A,WSPRU-TA10-12-B,WSPRU-TA10-12-A,WSPRU-A-9-B,WSPRU-A-10-A,WSPRU-A-10-B,WSPRU-B-11-A,WSPRU-B-11-B,WSPRU-H-3-B,WSPRU-H-3-A,WSPRU-H-5-A,WSPRU-H-5-B,WSPRU-TA7-11-B,WSPRU-TA8-6-B,WSPRU-TA8-6-A,WSPRU-A-4-A,WSPRU-A-4-B,WSPRU-B-10-B,WSPRU-TA6-5-A,WSPRU-TA6-5-B,WSPRU-TA7-14-B,WSPRU-TA10-6-B,WSPRU-TA10-6-A,WSPRU-A-2-B,WSPRU-A-2-A,WSPRU-H-4-A,WSPRU-H-4-B,WSPRU-TA6-2-A,WSPRU-TA6-2-B,WSPRU-TA6-7-B,WSPRU-TA6-7-A,WSPRU-TA6-8-B,WSPRU-TA6-8-A,WSPRU-TA6-8-C,WSPRU-TA6-10-A,WSPRU-TA7-10-A,WSPRU-TA7-12-A,WSPRU-TA9-12-B,WSPRU-TA10-4-A,WSPRU-TA10-4-B,WSPRU-A-9-A,WSPRU-B-10-A,WSPRU-H-9-B,WSPRU-TA6-10-B,WSPRU-TA7-12-B,WSPRU-TA8-9-A,WSPRU-TA8-10-B,WSPRU-TA8-11-B,WSPRU-TA9-13-B,WSPRU-TA10-3-A,WSPRU-TA10-3-B,WSPRU-TA10-9-B,WSPRU-TA10-13-A,WSPRU-TA10-14-B,WSPRU-B-8-A,WSPRU-B-13-B,WSPRU-H-9-A,WSPRU-TA9-8-A,WSPRU-TA9-12-A,WSPRU-TA10-8-B,WSPRU-F-2-A,WSPRU-H-2-B,WSPRU-H-2-A,WSPRU-TA7-11-A,WSPRU-TA7-14-A,WSPRU-TA8-11-A,WSPRU-TA8-12-A,WSPRU-TA9-9-B,WSPRU-TA10-11-B,WSPRU-A-11-B,WSPRU-B-13-A,WSPRU-F-2-B,WSPRU-F-9-A,WSPRU-F-9-B,WSPRU-F-10-B,WSPRU-F-10-A,WSPRU-H-7-B,WSPRU-H-8-B,WSPRU-TA6-16-B,WSPRU-TA8-13-B,WSPRU-TA9-13-A,WSPRU-TA9-14-B,WSPRU-TA10-11-A,WSPRU-TA6-13-B,WSPRU-TA6-17-B,WSPRU-TA8-9-B,WSPRU-TA8-12-B,WSPRU-TA9-9-A,WSPRU-TA9-10-A,WSPRU-TA9-14-A,WSPRU-B-12-B,WSPRU-F-12-B,WSPRU-H-7-A,WSPRU-TA6-16-A,WSPRU-TA9-8-B,WSPRU-TA9-10-B,WSPRU-TA9-11-B,WSPRU-TA10-14-A,WSPRU-A-3-A,WSPRU-A-3-B,WSPRU-A-8-A,WSPRU-F-8-A,WSPRU-F-8-B,WSPRU-F-11-B,WSPRU-TA6-17-A,WSPRU-TA8-10-A,WSPRU-A-12-B,WSPRU-H-10-A,WSPRU-H-10-B,WSPRU-TA9-1-B,WSPRU-A-12-A,WSPRU-F-6-A,WSPRU-F-6-B,WSPRU-F-12-A,WSPRU-H-6-A,WSPRU-H-6-B,WSPRU-H-8-A,WSPRU-TA8-13-A,WSPRU-TA9-11-A,WSPRU-A-8-B,WSPRU-F-3-B,WSPRU-F-3-A,WSPRU-B-12-A,WSPRU-F-7-A,WSPRU-TA6-6-B,WSPRU-TA6-9-B,WSPRU-TA6-9-A,WSPRU-TA6-13-A,WSPRU-F-11-A,WSPRU-TA6-3-B,WSPRU-TA8-8-B,WSPRU-A-5-B,WSPRU-A-5-A,WSPRU-TA6-3-A,WSPRU-TA6-6-A,WSPRU-H-12-B,WSPRU-TA6-18-B,WSPRU-F-4-B,WSPRU-F-4-A,WSPRU-H-11-B,WSPRU-TA6-18-A,WSPRU-F-7-B,WSPRU-TA7-6-A,WSPRU-TA7-6-B,WSPRU-TA8-8-A,WSPRU-H-11-A,WSPRU-TA6-12-B,WSPRU-TA6-1-A,WSPRU-TA6-1-B,WSPRU-TA7-5-B,WSPRU-H-12-A,WSPRU-TA7-1-B,WSPRU-TA7-1-A,WSPRU-TA7-3-A,WSPRU-TA7-3-B,WSPRU-TA6-14-B,WSPRU-TA9-1-A,WSPRU-TA7-4-A,WSPRU-TA7-4-B,WSPRU-TA6-14-A,WSPRU-TA6-12-A,WSPRU-H-1-B,WSPRU-H-1-A
1970,0.499,0.412,1.27,1.582,1.776,1.168,1.06,1.471,2.065,2.167,1.481,1.204,1.738,0.413,3.617,2.448,0.654,3.03,0.947,0.833,1.37,1.298,1.785,2.42,0.724,0.595,0.275,0.433,1.028,0.857,1.672,2.093,1.882,1.882,1.968,0.482,1.094,1.546,2.165,2.094,0.979,1.012,1.826,1.88,1.375,0.483,0.762,1.132,2.234,2.35,1.923,2.382,2.091,1.634,2.174,1.288,1.353,1.956,1.968,1.115,1.808,1.809,2.425,3.195,3.383,2.507,2.652,1.278,0.983,0.42,0.245,1.774,0.314,0.349,1.041,0.582,1.885,0.114,0.092,2.202,0.858,0.977,0.361,0.399,0.589,0.55,0.089,0.294,0.139,0.131,0.297,0.291,0.283,0.8,1.884,1.704,2.156,2.095,1.849,2.463,1.95,1.865,0.122,1.716,1.672,2.728,2.161,2.78,0.762,1.223,1.144,1.388,3.943,2.437,2.326,2.152,1.879,2.36,0.526,0.26,0.497,0.508,1.764,2.117,2.436,1.5,1.566,3.059,3.072,1.941,0.179,3.571,3.556,2.831,3.234,2.151,1.495,1.946,2.276,2.37,3.019,2.264,1.14,1.332,1.529,1.491,1.665,1.952,2.509,1.95,2.337,1.916,0.759,2.244,1.827,2.365,3.82,0.322,0.202,0.831,2.771,2.7,3.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,0.503,0.787,1.418,1.959,2.138,1.52,1.053,1.252,2.135,2.144,1.197,1.416,0.311,0.249,0.336,2.361,2.544,0.744,1.002,0.563,0.892,0.944,2.315,2.606,0.9,0.73,0.461,0.474,0.885,0.756,1.125,1.481,1.95,1.95,2.302,0.797,0.512,1.889,2.266,2.323,0.956,0.931,1.907,1.805,1.348,0.533,0.749,1.107,1.696,2.01,2.486,2.221,1.3,2.315,2.12,0.925,0.976,2.462,2.025,0.982,3.994,1.367,2.269,3.013,3.55,2.832,2.259,0.832,0.623,0.504,0.317,2.107,0.511,0.202,1.088,0.334,1.616,0.16,0.123,2.171,0.708,0.374,0.429,0.476,0.183,0.265,0.089,0.126,0.647,0.665,0.378,0.464,0.5,0.92,2.052,2.033,2.273,1.768,1.585,2.393,1.721,2.039,0.794,1.62,1.497,2.573,2.066,2.588,0.507,0.762,3.918,1.081,4.533,2.187,2.479,1.961,1.855,3.093,0.917,0.732,0.254,0.275,2.217,1.977,2.507,2.012,1.509,3.595,2.543,2.286,0.526,3.406,3.157,2.786,2.362,2.289,1.462,1.874,2.313,2.396,3.01,3.325,1.696,2.119,1.974,2.074,1.698,2.259,2.399,1.653,1.622,1.938,1.753,1.879,1.071,2.375,4.548,0.331,0.282,1.417,1.987,1.78,1.667,2.073,2.456,2.28,2.119,2.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,0.896,0.912,1.577,1.838,1.693,1.157,0.828,1.034,2.487,2.796,1.391,1.218,0.383,0.28,2.206,1.977,0.992,2.312,1.459,0.259,0.993,0.895,2.024,2.017,0.621,0.565,0.366,0.25,0.942,1.211,0.964,2.496,1.834,1.834,1.982,0.2,0.221,1.604,1.52,1.911,0.201,0.197,2.511,2.859,1.686,0.491,0.684,1.169,2.821,2.656,2.175,1.391,1.497,1.005,2.108,1.395,1.192,2.185,1.992,0.879,3.426,1.634,2.142,2.677,2.921,2.555,2.343,1.333,1.082,0.508,0.338,2.115,0.21,0.187,0.942,0.661,1.842,0.263,0.2,2.313,0.354,0.187,0.438,0.346,0.131,0.095,0.094,0.118,0.92,1.096,0.458,0.362,0.361,1.323,2.001,1.532,2.438,1.101,1.009,2.202,1.758,2.046,0.998,1.52,0.653,2.053,1.917,2.346,0.422,0.423,0.745,2.884,2.728,2.407,2.256,2.261,1.191,2.427,0.625,0.707,0.331,0.342,2.139,2.153,2.523,1.872,1.842,3.412,2.322,2.026,0.986,2.608,2.804,2.897,2.393,2.4,1.553,1.72,2.047,2.385,2.533,3.018,1.475,2.163,0.823,1.686,1.475,1.297,1.908,1.676,1.694,1.968,2.527,1.558,0.646,2.125,0.258,0.491,0.404,1.516,2.265,1.914,2.712,1.423,2.185,2.617,2.204,1.993,0.441,2.132,0.216,0.249,1.568,1.69,1.421,1.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,0.89,0.755,1.348,1.678,1.6,1.235,1.054,0.981,2.585,2.547,1.187,1.34,2.141,2.25,0.427,1.965,1.801,2.674,1.013,1.366,0.932,0.884,1.982,2.007,0.175,0.209,0.32,0.27,0.935,1.265,3.353,1.561,1.6,1.6,1.778,0.179,0.152,1.539,1.556,1.901,0.132,0.072,2.026,2.179,1.476,0.762,0.671,1.416,2.232,2.114,2.33,2.097,1.213,2.375,2.197,1.607,1.447,1.962,1.669,0.974,1.405,1.056,2.507,2.562,3.241,1.894,2.046,1.184,1.205,0.344,0.226,1.49,0.303,0.239,0.879,0.671,1.956,0.269,0.188,1.958,0.252,0.301,0.374,0.186,0.107,0.254,0.241,0.387,1.702,1.696,0.477,0.305,0.346,0.81,1.744,1.504,2.275,0.73,0.577,2.858,1.704,1.82,1.604,1.464,0.946,1.876,2.126,2.514,0.507,0.69,4.024,1.084,3.058,2.1,1.801,1.99,1.73,2.254,0.672,0.78,0.088,0.084,1.603,2.452,2.244,1.662,1.727,3.234,1.847,1.591,1.197,2.827,3.205,2.469,2.246,2.147,1.744,2.568,1.899,2.467,2.368,3.005,1.364,2.349,0.636,2.058,1.971,1.499,2.331,2.156,2.261,1.905,2.329,1.684,1.276,1.987,3.558,0.299,0.165,1.63,1.661,1.641,2.316,1.51,1.843,2.411,1.895,1.619,0.916,1.714,0.164,0.198,2.303,2.07,1.697,1.598,1.846,1.718,1.467,0.536,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,2.097,1.071,1.865,1.932,2.019,1.57,1.919,1.686,2.956,2.744,1.644,1.429,1.883,2.352,2.349,1.978,2.084,2.414,1.038,1.568,1.026,1.022,1.819,2.279,0.422,0.339,0.329,0.24,0.974,1.42,2.807,1.527,2.184,2.184,2.26,0.165,0.574,1.604,1.798,1.896,0.327,0.192,2.404,2.7,1.536,0.838,0.727,1.523,4.072,2.269,2.503,2.086,2.353,1.508,2.414,1.571,1.485,2.097,1.486,0.953,4.213,1.335,2.019,3.045,3.188,2.516,2.072,1.778,1.142,0.106,0.079,1.625,0.568,0.201,0.738,1.186,2.046,0.344,0.287,1.92,0.336,0.459,0.567,0.318,0.296,0.275,0.224,0.202,1.066,1.004,0.362,0.676,0.34,1.066,1.735,1.387,2.38,1.616,1.012,2.566,1.587,1.743,1.151,1.468,0.976,2.014,1.952,2.627,0.374,0.493,0.816,1.518,3.482,2.724,1.745,1.935,1.315,2.23,0.41,1.153,0.147,0.104,1.637,2.503,2.241,0.833,1.359,3.288,2.12,1.674,1.862,3.131,2.963,1.931,2.348,2.148,1.451,2.392,2.008,2.756,2.19,2.824,0.704,1.629,0.484,2.074,1.608,1.213,2.735,2.216,1.883,1.82,1.92,1.546,1.507,1.654,0.27,0.191,0.174,1.039,1.379,1.509,2.401,1.631,1.873,2.496,1.677,1.812,0.734,1.957,0.365,0.291,1.773,1.843,1.736,1.417,1.998,1.798,1.931,0.893,1.088,1.985,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,2.102,1.037,1.676,2.459,2.13,1.898,1.704,1.493,3.547,3.302,1.867,1.545,0.207,0.518,2.441,2.49,1.476,2.69,1.093,0.655,1.118,1.102,2.678,2.736,0.861,0.44,0.25,0.238,1.152,1.645,1.261,2.09,2.362,2.362,2.887,0.379,0.445,1.92,2.333,2.535,0.525,0.415,2.884,3.237,2.095,1.222,0.953,2.108,2.195,2.745,2.774,2.743,2.512,2.599,2.48,1.926,1.882,2.616,1.927,0.696,1.572,1.71,2.221,2.832,2.81,2.661,1.915,2.725,1.566,0.17,0.075,2.276,0.551,0.402,1.133,1.06,2.351,0.226,0.355,2.469,0.48,0.526,0.631,0.63,0.591,0.529,0.254,0.501,1.271,1.476,0.54,0.403,0.504,0.869,2.665,1.977,2.492,1.823,1.918,2.597,2.273,1.543,1.296,2.033,1.237,2.037,2.156,2.172,1.094,1.114,3.331,1.228,4.148,2.765,2.037,1.816,1.725,2.292,0.784,1.32,0.265,0.253,1.95,2.994,2.343,1.16,1.63,4.376,2.517,1.669,2.071,3.409,3.361,2.392,2.65,2.153,1.874,1.535,1.945,2.56,2.442,3.323,0.911,1.877,0.966,3.337,1.859,1.547,2.173,2.599,2.203,2.103,2.536,1.922,1.871,2.19,4.418,0.261,0.18,1.217,1.946,2.142,2.657,2.049,1.956,2.634,1.773,1.986,0.567,2.051,0.278,0.268,2.237,2.284,2.159,1.712,2.018,2.079,1.844,1.168,1.245,2.409,0.945,0.345,0.3,0.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,1.758,0.853,1.963,2.578,1.179,1.616,1.592,1.381,3.463,3.641,1.717,1.696,2.067,0.401,0.901,1.829,1.752,1.48,1.715,1.272,1.099,1.213,2.368,2.385,0.809,0.617,0.251,0.131,1.35,1.805,4.547,1.654,2.673,2.673,4.124,0.352,0.447,1.991,2.538,2.493,0.792,0.598,3.674,3.469,2.027,1.15,1.151,2.083,2.385,2.375,2.482,2.881,3.504,1.777,2.224,2.18,2.091,2.4,1.597,0.715,1.847,2.06,2.34,3.114,3.741,2.967,2.393,2.927,1.819,0.267,0.212,2.21,0.57,0.486,1.181,1.232,2.755,0.356,0.464,2.633,0.503,0.494,0.699,0.859,0.592,0.635,0.206,0.519,1.335,1.369,0.58,0.594,0.61,0.867,2.175,1.877,2.649,1.883,1.917,2.223,2.17,1.968,1.118,2.253,1.464,2.611,2.251,2.795,1.843,1.486,1.281,3.613,4.93,2.814,1.972,2.093,1.641,2.679,0.99,1.841,0.434,0.365,1.958,2.985,2.372,2.094,1.736,4.775,2.997,1.609,2.106,3.818,3.568,2.964,2.483,2.138,2.231,1.784,2.933,2.73,3.172,4.24,1.086,1.856,1.434,3.511,1.995,2.006,2.529,2.204,2.106,2.109,2.141,2.14,1.988,2.417,0.375,0.293,0.335,2.067,2.136,2.24,3.776,2.168,2.049,2.441,2.676,2.09,0.43,2.051,0.354,0.479,2.474,2.703,2.44,1.993,2.745,2.258,2.025,0.99,1.065,2.335,2.106,0.178,0.422,0.545,1.702,3.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,2.216,1.432,1.573,1.935,1.951,1.687,1.199,1.418,2.407,2.503,1.259,1.141,0.211,1.514,1.933,1.934,1.873,1.498,0.747,1.095,0.969,0.97,1.857,1.923,0.991,0.507,0.219,0.128,1.251,1.439,0.957,1.056,2.487,2.487,3.306,0.382,0.479,1.925,1.632,2.037,0.922,0.746,2.917,3.273,1.991,0.882,1.074,1.565,1.427,1.758,2.095,1.714,2.146,2.16,2.206,1.839,1.881,1.689,1.312,0.613,3.668,2.775,2.036,2.965,3.118,2.768,2.182,3.199,2.264,0.529,0.378,1.717,0.455,0.459,1.071,1.003,2.503,0.522,0.445,2.052,0.661,0.327,0.697,0.765,0.592,0.508,0.289,0.285,1.247,1.027,0.836,0.509,0.586,1,1.165,1.591,2.073,1.718,1.832,2.199,2.038,1.856,1.099,1.647,1.446,2.876,1.821,1.932,0.512,1.687,0.709,3.091,3.767,2.87,1.908,1.929,1.428,2.216,0.69,2.176,0.471,0.447,2.003,2.585,1.898,2.183,1.329,3.864,2.194,1.758,2.878,3.159,2.807,3.05,2.633,3.225,2.036,1.91,2.337,2.694,2.18,3.859,1.649,2.257,1.303,2.815,1.667,2.069,2.382,1.785,1.754,1.858,2.437,1.885,1.732,1.77,0.743,0.328,0.269,2.013,1.989,2.362,4.057,1.455,1.971,2.867,2.428,2.007,0.38,2.338,0.246,0.486,2.124,2.704,2.443,1.859,2.123,1.688,1.686,0.911,0.972,1.912,1.836,0.095,0.23,0.272,0.931,2.129,0.705,0.951,0.5,0.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,1.624,1.291,1.812,1.918,1.573,2.096,1.322,1.371,2.622,2.319,1.637,1.247,1.811,0.286,1.798,2.026,0.982,0.88,1.598,1.113,1.115,1.043,2.144,2.135,0.893,0.639,0.236,0.188,1.377,1.858,3.367,1.428,2.668,2.668,3.259,0.473,0.478,2.275,1.784,2.136,1.144,1.011,3.017,3.205,1.988,0.958,1.04,1.796,1.543,2.377,2.368,2.143,2.983,2.223,1.962,1.986,1.968,2.269,1.635,1.253,1.637,1.645,1.824,2.312,2.581,2.521,2.388,2.601,2.111,0.444,0.404,2.471,0.479,0.513,1.294,1.218,2.314,0.399,0.347,1.991,0.599,0.295,0.649,0.953,0.718,0.825,0.234,0.406,0.466,0.699,0.25,0.154,0.182,0.862,1.576,1.9,2.183,1.604,2.054,2.159,2.186,1.801,1.378,1.635,1.285,2.546,1.732,1.451,1.469,0.311,4.555,2.127,3.877,2.371,1.832,1.864,1.295,2.297,0.299,1.784,0.426,0.306,2.751,2.569,1.99,2.61,1.543,3.881,2.219,1.419,2.381,4.415,3.364,3.541,2.853,2.584,2.215,1.412,2.453,2.537,3.039,3.388,1.818,2.21,1.383,2.977,1.371,1.773,1.975,2.165,2.064,2.061,2.056,1.836,1.786,2.106,3.994,0.299,0.239,1.86,1.96,2.323,3.62,2.168,2.063,2.554,1.907,1.954,0.348,2.276,0.359,0.504,2.73,2.645,2.84,2.001,2.222,1.876,1.459,0.803,0.92,2.271,1.704,0.124,0.237,0.263,1.21,3.459,0.293,0.922,0.381,0.262,0.614,0.419,1.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,2.009,1.393,1.789,1.721,1.858,2.058,0.975,0.83,2.562,2.299,1.54,1.199,0.162,1.63,1.009,2.128,1.337,1.365,1.014,1.055,0.809,0.9,2.14,2.251,0.918,0.721,0.274,0.217,1.163,1.406,4.326,1.49,1.849,1.849,2.448,0.269,0.461,1.894,1.559,2.195,0.93,0.969,3.22,3.094,2.059,0.625,0.678,1.508,3.153,1.741,2.361,2.34,2.318,1.788,1.718,1.792,2.053,2.326,1.551,1.495,1.58,1.396,1.562,2.602,2.668,2.318,1.949,2.531,1.77,0.487,0.443,1.84,0.823,0.671,0.972,1.028,1.732,0.349,0.273,1.928,0.44,0.423,0.848,0.972,0.38,0.423,0.659,0.348,0.382,0.114,0.327,0.187,0.281,0.985,1.694,1.658,2.418,1.981,2.075,1.753,1.893,1.754,1.044,1.471,1.398,2.696,1.822,2.307,0.91,0.486,0.708,2.22,3.61,2.084,1.832,1.538,1.346,2.049,1.837,2.052,0.685,0.636,1.915,1.984,2.625,2.53,1.781,3.834,2.207,1.362,2.879,4.021,3.337,1.739,2.816,2.483,1.848,1.555,2.449,2.955,2.378,3.455,0.911,1.429,1.463,2.414,1.23,1.615,2.343,2.128,1.904,1.815,1.463,1.369,1.573,1.846,4.786,0.259,0.261,2.036,2.184,2.261,3.097,1.842,2.244,1.989,1.567,1.688,0.317,2.076,0.459,0.513,2.538,2.652,2.688,1.837,2.297,1.827,1.442,0.846,0.847,2.614,1.482,0.191,0.247,0.383,1.651,2.663,0.45,2.272,0.259,0.364,0.385,0.145,1.39,0.982,0.379,0.202,1.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,1.339,1.146,1.424,1.448,1.389,1.365,0.644,0.495,2.309,1.988,1.571,1.183,1.324,1.252,1.841,1.982,1.227,2.006,0.643,1.787,0.559,0.558,1.758,1.301,0.941,0.854,0.189,0.278,1.258,1.706,0.538,1.151,1.786,1.786,1.983,0.257,0.475,2.211,1.248,1.926,0.589,0.89,1.751,1.66,1.789,0.673,0.476,0.886,1.039,1.404,1.585,1.412,3.041,2.182,1.642,1.746,1.987,1.57,1.358,0.374,1.842,1.35,1.45,2.959,2.651,1.887,1.304,3.614,1.869,0.529,0.494,1.545,0.346,0.409,1.486,1.305,1.333,0.707,0.48,1.53,0.087,0.39,0.869,1.105,0.568,0.59,0.349,0.272,0.212,0.14,0.315,0.695,0.528,0.497,1.321,1.296,2.077,2.02,2.043,1.537,1.445,1.681,1.168,1.043,1.108,1.648,2.044,2.444,1.904,1.922,4.794,3.96,3.33,1.754,1.249,1.6,1.39,1.938,2.057,1.825,0.45,0.436,1.392,2.215,2.653,1.736,1.45,3.505,2.579,1.063,2.901,4.344,4.193,2.684,4.135,2.615,2.043,1.244,1.863,2.888,1.751,3.781,1.219,2.105,1.12,1.598,1.152,1,1.405,1.86,1.791,2.081,1.602,0.848,1.268,1.509,4.467,0.2,0.22,1.697,2.315,2.708,3.827,1.112,1.844,1.908,1.583,1.757,0.127,2.263,0.355,0.515,2.184,2.713,2.893,2.139,1.66,1.629,1.124,0.698,0.91,2.262,2.8,0.131,0.212,0.218,0.852,3.518,0.414,2.023,0.493,0.471,0.334,0.165,1.317,1.069,0.099,0.131,2.029,1.016,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,1.826,1.65,1.356,1.328,1.358,1.349,0.328,0.365,2.352,1.766,1.454,1.353,2.023,0.183,1.684,1.674,1.451,1.326,0.572,1.005,0.532,0.448,2.712,1.851,0.88,0.626,0.123,0.132,1.333,1.835,4.122,1.933,1.697,1.697,1.924,0.388,0.431,1.684,1.369,2.408,0.895,1.04,2.838,2.543,1.587,0.573,0.77,1.316,2.921,1.803,2.125,2.427,1.618,1.533,1.892,2.268,2.132,2.149,2.24,0.127,2.974,1.089,1.236,2.714,3.021,2.088,1.603,3.107,2.296,0.677,0.753,2.39,0.513,0.575,0.928,0.774,1.866,0.205,0.568,2.142,0.101,0.58,0.745,0.842,0.8,0.99,0.19,0.25,0.2,0.356,0.177,0.495,0.202,1.036,1.954,1.739,2.743,1.297,1.35,1.201,1.904,1.81,0.15,1.639,1.308,2.159,2.282,3.097,0.949,0.833,4.722,3.527,2.68,2.289,1.121,1.923,1.42,2.426,0.414,2.246,0.294,0.156,2.137,2.664,3.07,2.324,1.534,0.732,2.283,1.049,3.186,5.402,3.932,3.673,4.316,2.875,2.014,1.047,2.716,2.932,2.649,3.288,1.729,1.512,1.254,1.947,1.37,1.414,1.552,1.681,2.415,1.929,1.869,1.325,1.337,2.337,0.612,0.292,0.357,1.627,2.329,2.864,3.037,1.674,2.388,1.784,1.652,1.931,0.088,1.905,0.474,0.698,2.408,2.846,2.783,2.23,2.118,2.176,1.359,1.225,1.244,2.108,2.238,0.203,0.245,0.255,1.528,4.399,0.393,1.79,0.294,0.277,0.318,0.224,1.451,0.876,0.105,0.156,1.919,0.894,2.864,0.311,0.196,2.061,2.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
